v	0 0.786667 0 0.0133333 4.54667 72.64 0 0 0 0.0133333
abu-mostafa	0.0133333 0.08 0 0 0.0133333 0.0133333 0.0133333 0.04 8.82667 0
process	0 59.5733 0.0133333 7 0 0.0133333 38.4933 0.0133333 0 20.8933
sample	0.0933333 0.04 0 0 0.0266667 0.106667 0 0.0533333 52.8533 0.826667
something	0 0 0 0 0 17.92 0 0.08 0 0
arise	7.26667 0.0266667 11.8267 0 0 0.533333 0.0666667 0 0.0133333 0.266667
distinguishable	0.106667 0.133333 0.186667 0 0.16 1.56 0 0.133333 0.333333 0.386667
occur	0 0 0.0133333 0.0933333 0.08 67.8933 3.73333 0 0 0.186667
huge	2.13333 2.58667 0.106667 0 0 0.0133333 0.106667 0.0133333 0.0133333 0.0266667
end	0 48.0933 0.0133333 7.77333 0.0133333 0.0266667 0 0 0.08 0
rather	0 0.08 0 8.94667 0 73.24 6.49333 0 23.24 0
means	0.0133333 0 0.853333 0 0.0933333 0.72 0.56 0 0 98.76
feature	0.0533333 0.0133333 0.0666667 4.38667 30.6933 55.64 0.0266667 0.0133333 0.0533333 0.0533333
write	0 31.3333 0.0133333 0 0.306667 0.146667 0.0266667 0 0.16 0.0133333
infor-	0 0.16 0.0533333 0 6.97333 0.0533333 4.53333 0 0 0.226667
spon-	0.04 1.37333 0 0 0.266667 1.05333 0 0 0.08 0.186667
ensemble	0 13.6667 0.08 0.253333 1.97333 0.72 0 0.226667 0.08 0
information	141.92 0 0.04 0 0.04 0.08 0 1.88 45.04 0
may	0 0 0 12.8 111.267 72.9067 0 0 0 0.0266667
after	127.693 0 0 0.453333 0.213333 0.0266667 2.04 28.1333 0.413333 0.0266667
consequence	0 0 0 0 0 0 0.0133333 24.84 0.146667 0
designed	0.04 0 0.04 0 0 0.0133333 0 0.0133333 0 70.8933
en-	7.53333 3.41333 0 0 0.0533333 0 0 0 0 0
complexity	0.0133333 0.106667 0.8 0.0133333 0 1.56 0 0.04 0.12 56.3467
so	0.0266667 0 4.58667 0.226667 0.0666667 84.7733 0 0.0533333 89.2667 0
sb	0 0.16 1.02667 0.0133333 0.213333 0 0.04 0 0.413333 0.133333
restriction	0 0 0 6.74667 0.04 0.0133333 5.77333 0.0133333 2.41333 0
holds	0 0 0.12 0.08 3.52 14.1867 0.0666667 0.0266667 0 0
office	3.34667 0 0.0133333 0.08 0.0133333 0.0133333 39.4933 0.613333 1.42667 0
produces	0 0.493333 2.90667 0 0.0266667 0 58.0267 0 1.53333 0.0133333
yaser	0.413333 0 0.186667 0 1.12 0 0 0 0.28 0
paper	0 2.36 8.24 17.9333 0.0133333 0.186667 110.227 0 0.36 2.68
through	105.507 0.106667 0.28 0.0933333 0.186667 59.2267 5.92 5.62667 0.0533333 0
ity	0 0 10.52 0.0266667 0.146667 0.146667 0.533333 0.626667 0 0
still	1.26667 13.92 0.0133333 0 11.4 0 0.08 0.0133333 0.84 49.4667
denker	0.0266667 0 0.0133333 0.0666667 0 16.88 0 0.0133333 0 0
symmetry	0 0 21.5733 0.4 0 0 0.0266667 0 0 0
how	31.5067 82.7733 0.413333 0.253333 0.0133333 0 0 35.48 0.533333 0.0266667
coordinates	14.4533 0 0.08 0.0133333 0.08 0 0 9.36 0 0.0133333
distinguishing	0.0666667 0 0.08 0.626667 0.0133333 8.36 3.12 1.08 0.0266667 1.62667
systems	0 54.6933 59.4267 0.186667 0.04 15.9867 0.333333 8.06667 1.85333 33.4133
main	0.0133333 0.12 0.0933333 0 0.04 52.9467 2.68 0.106667 0 0
versus	0.653333 0 6.37333 0.0266667 0.0533333 0 0 0.04 0 32.8533
eventually	0.306667 0 30.5067 0 0 0.346667 0 1.82667 0 0.0133333
imple-	1.05333 0.0133333 3.89333 0 0 9.74667 0.12 0.0933333 0.08 0
synapse	0.0133333 0 0.333333 1.24 0 0 0 0 0.0133333 37.4
introduce	0.133333 0 0 0.906667 0 40.76 0.0133333 0.186667 0 0
thus	146.64 0.0133333 0.826667 0 0 1.42667 0.0266667 0.0266667 0 0.04
now	0.0266667 6.26667 0 0 0.226667 9.10667 0 0.0133333 100.907 5.45333
nor	0.0133333 5.26667 0.0266667 2.4 0.0533333 0.0533333 0.04 0 15.4933 0.653333
term	0 0.0133333 0 0 9.53333 0.133333 0.04 23.12 0 65.16
subset	0 29.3067 0 4.6 2.01333 0 0 0 0.0533333 0.0266667
el	0 0 0.04 0 0 0 10.88 0.08 0 0
doing	3.98667 0 0 0 0.0133333 16.7467 0 0.08 0.0133333 7.16
ea	0.04 0.0666667 0.0666667 0 0.0666667 0.173333 1.17333 0.0533333 0.106667 0.253333
idea	25.12 0.0133333 0 0 0.04 31.3867 0.173333 0 0 1.26667
frequency	2.52 0.32 0.106667 40.2533 0 0.0266667 0.0133333 33.7467 0 1.01333
measure	0.266667 0 25.4933 0.0533333 0.0533333 0 0.0133333 0 30.6533 23.4667
our	58.24 1.49333 0 0 0 79.56 43.56 0.106667 0.04 0
es	0 0 0.04 0 3.10667 0 0.186667 4.52 0.0266667 0.12
out	0.12 0.0533333 0.266667 83.0267 0.173333 0 48.8667 0.0133333 0.48 0
taneously	0.16 0.0666667 0.133333 0.04 0.12 0.146667 0.12 0.12 0.0666667 0.0266667
network	46.6933 0.52 144.947 0.08 0 28 0.0533333 0.386667 0.28 0.04
restricted	0 43.6 0.32 0 0.0933333 0 0 0.893333 0 0.0933333
since	0.56 0 0.0533333 0.0133333 0 0.0133333 74.96 0 22.88 76.52
research	0 70.8533 0 79.5467 0 0 15.4933 0 0.04 0.0666667
theory	0 17.68 0.04 0 78.6533 0.0266667 0 1.37333 0.226667 0
state	0 0 0.946667 0 129.813 0 0 7.32 0.0133333 0.906667
mechanisms	0 0.0533333 0 2.73333 0 0.0133333 0 0.0133333 0.0133333 52.1733
diagonal	6.34667 0.0133333 0.426667 0.32 20.0933 0 0 0.773333 0.0266667 0
california	0.52 0.106667 0 0.133333 42.04 0.106667 0 0.0133333 0.08 0
biological	3.85333 0.0133333 0.0266667 4.65333 0.0266667 0 2.01333 92.4 0 0.0133333
estimate	0.0133333 0.04 0.36 34.9867 0.0133333 0.0133333 0.106667 3.02667 25.3867 0.0533333
training	0.173333 6.62667 0 0.0133333 0 0 120.28 0.893333 0 0.0133333
interaction	0 0 0.0266667 0 0.133333 0.573333 0.0133333 0.0133333 0 40.24
g	3.62667 7.50667 0.0133333 0 0.0133333 0.36 0.0266667 0.506667 52.9067 0.04
connectivity	0 0 0 0 0 43.1333 0 0 0.186667 0.68
times	85.6 0 0.0133333 0 1.30667 0 0.0133333 0.0666667 0 0
length	1.78667 0 0 0.24 0.0266667 0.04 0.0266667 0.0133333 0 67.8667
circuit	0.0133333 0.173333 0.0133333 0 0 0 0 58.7733 0 0.0266667
hence	0 0 0 0.0533333 0 0 0.0133333 0.0133333 0.693333 59.2267
xn	0 0 5.57333 0 0.0666667 0.2 0.0133333 0.0533333 0.0133333 1.08
probability	0.0133333 0 0 0 0.0266667 0.186667 0.16 1.85333 73.5867 6.17333
relate	4.28 0 0 0.84 8.88 0 0.146667 0.32 0.213333 0.32
powerful	0 0.173333 0 0 0 0.0666667 0 3.48 0.0133333 20.2667
scene	0.04 2.24 0.0133333 0 0.0133333 0 0 13.6933 0 0
restrict	0 0.04 0.04 0 6.08 7.73333 0.08 0 0 0.0266667
directly	0 0 0 0.12 0.0533333 0.733333 4.98667 0 0 87.1067
force	4.42667 0.0533333 0 0 0.04 0 30.1067 0.373333 0 0
illustrate	0.2 0 0.0133333 0 30.5733 0 0 0 0 2.21333
their	0 0 0.28 0.0133333 0.08 101.24 0.0266667 92.3467 6.01333 0
approximately	57.64 0.04 0.0133333 0 4.62667 0 0.533333 0.0133333 0.0933333 0.04
needed	2.46667 0.0133333 0.24 65.8133 0 0.186667 8.28 0 0 0
assumption	0 0 0 0.0133333 0 0 23.8 0.0133333 2.48 20.6933
expand	2.49333 0.0133333 0.0266667 0 0 0.0133333 0.0133333 9.98667 2.45333 0
bits	25.3733 0 17 0 0.173333 0 0.2 0 0.04 0.213333
final	0 0.0133333 0.28 0.0133333 0.106667 1.84 1.93333 0.746667 89.9067 1.16
part	0 0 0 0 0.04 0.04 0.0133333 48.48 74.1067 0.32
tive	14.9333 0.253333 14.5333 0.04 0 0.0133333 0 0.106667 0 0.12
specify	7.66667 0 21.84 0 3.84 0 0.306667 0 0.346667 0
plausible	0.0266667 0 0 0.0266667 0.0266667 0.0133333 13 11.6933 0 0.213333
second	0 0.24 0.0266667 0 64.8933 1.62667 6.26667 0 107.907 0.04
r	0 0.106667 0 0.24 0.04 22.3467 69.16 0 0 0.106667
supposed	0 0 2.33333 0 2.34667 0 3.65333 1.66667 0 0
ber	0 0.04 0 0.08 0.0666667 4.92 0.106667 1.65333 0 0.133333
sees	0 0 0.0133333 0.0266667 9.08 0.0266667 0.746667 0 0.0133333 0.0933333
need	11.7067 0.0266667 0.0133333 86.2933 3.97333 0.0133333 0.253333 3.72 0 6
seen	0.28 75.2533 2.48 0.04 15.4533 0 0.48 0 0 0.0133333
any	1.10667 0.0133333 39.0267 141.293 0 0.466667 0 0 3.09333 0
implemented	0 0 80.28 0.0133333 0 2.2 0 0 0.466667 0.04
zero	0.0133333 0.0266667 84.4133 0.08 0 18.4667 0 0 0 0
depending	21.4533 0.0933333 1.26667 0.253333 0.173333 34.76 0 0 0 0
ideas	0 30.36 0 0.0266667 0.0266667 0 3.56 0 0.0266667 0
mechanism	0 0.106667 0.08 0 0.146667 46.8533 0.0133333 26.72 0.0533333 0.0266667
internal	0 0.28 0.186667 0.0133333 0 0 41.04 0.0133333 57.4667 0
switching	0 0.133333 0.0133333 0.0133333 18.2 0 0.52 0 0.0133333 0.106667
shall	0.0133333 0 2.28 0.173333 0.76 0 0.04 0.466667 26.08 0.186667
most	0 0.88 85.1733 0.4 0 23.9733 0 0 74.5733 0
connected	8.54667 0 1.4 0 0.0533333 0.0133333 0.0133333 0.226667 91.7333 0.0133333
quantitative	0.04 0.0133333 0 0 0 0 0.0133333 11.64 0.293333 0
measured	0.0133333 0.0266667 57.4267 10.2267 0 0.04 0.0133333 0.04 0.04 0.173333
ceedings	0.0133333 2.38667 0.0266667 0 1.78667 0 0.746667 0.0133333 0.0266667 0
vertices	0 2.01333 5.93333 0 0 0 0 0 0 0.0533333
axe	0.0133333 0.0266667 11.88 0.0133333 0 0.32 0.106667 0.0133333 0.4 1.22667
physics	0 0 100.053 0.12 0.0666667 0.386667 0 0 0.133333 0.24
fact	3.34667 0 3.21333 72.8533 0.0666667 0 0.04 14.6267 1.69333 0.16
show	0.493333 0.0266667 22.2267 2.06667 123.013 0.0133333 0 0.0133333 0 0.146667
supported	0.173333 0.0533333 0.0133333 7.8 0 0.0933333 0.0133333 95.2133 0.0666667 2.57333
relation	0 38.7867 1.25333 0.0133333 0.0666667 0 0.146667 0.72 0 0.0133333
substituting	0.186667 0.186667 0 0.0133333 19.1733 0 0 0.0533333 0.386667 0
menting	0.0933333 0.0266667 0.213333 0 0 0.04 0.573333 0.0266667 0.44 0.586667
networks	0.0133333 0.0533333 179.813 0 0.52 0.506667 0.0133333 0.0933333 0.146667 7.84
knowledge	0.0533333 0.466667 0.04 0.0266667 0.08 0 0.0133333 0.08 72.2 0.04
parameters	0.04 0.0133333 0.04 0 0.0266667 0 103.693 17.1067 0.08 0
written	0.0533333 0 41.6533 0.506667 0 0.0533333 0.466667 0.0133333 0 0.253333
going	0 0 0 13.1733 0.2 0.04 0.0266667 0.0133333 0 5.54667
local	0.533333 24.8933 8.78667 0 5.69333 0 93.3467 3.72 0 0.0266667
handle	0.173333 26.6267 0.08 0.0266667 0.0266667 0 0 0 0.0133333 0.0533333
get	0.0666667 34.8533 15.7867 0 0.0133333 0.08 0 1.16 3.04 0
overall	83.3067 0.76 0 0.0266667 0.0533333 0 0.173333 0.0133333 0 0.666667
cannot	10.6267 0.04 0 0 1.4 0.0666667 60.6533 0 0 1.21333
neural-network	0.04 0.0266667 0.173333 0 0.36 0.0266667 2.73333 0.626667 0 0.0133333
during	0 0 0.0133333 0.213333 26.5333 0 80.3733 33.44 0.0266667 0.4
runs	0 0 0.0133333 0.186667 33.5333 0 0 0.0533333 0.213333 0
h	0.12 52.64 0 0.0133333 0 0.0266667 6.13333 0 0 0.0666667
twice	0 0.0266667 0 0.0533333 0 16.8667 0 0.0133333 0.0133333 0.0266667
x	0.0133333 0 130.627 0 3.68 0 0.586667 0.0533333 0.04 0
fixed	47.72 0.24 0.533333 70.2267 0 0.0133333 0 0.12 0.133333 0.0133333
discussing	0.666667 0.0133333 0.173333 0 0.666667 1.46667 0 0 0.0133333 0
throwing	0.84 0 1.01333 0.173333 0.0933333 0.533333 0.146667 0.146667 0.0133333 0.04
maximum	16.4 23.3333 52.76 1.76 0 0 0 0.04 1.6 0.106667
relative	0 0 11.6533 69.64 0 8.01333 6.69333 0 0 0
depends	16.68 0 60.6133 0.0666667 0 0.293333 0.0133333 0.16 0.12 0.0533333
result	0.106667 0.0133333 0 0 0 67.7067 70.32 0.426667 1.42667 0
analog	0 0 64.3733 0 4.58667 0 0 0 0.0133333 0.0266667
learns	27.4133 0.146667 0.213333 0.04 0.68 0 0 0 22.5067 0
ways	0 0.0133333 0.0266667 0.0933333 40.3333 1.48 0.0533333 0 0 0
pattern	0 0 0.906667 12.5467 81.08 0 0.0133333 0.333333 69.08 0.04
away	1.48 0.0133333 0.0133333 0 22.8933 0.0533333 0.04 0.506667 0 0
label	0.48 0 0 0 6.33333 11.1733 0.0133333 0 0 0
enough	70.3333 0.16 0.0133333 0.24 0.16 0 0.0266667 0 0 0.0666667
drawn	0 0 0 0.2 0.0266667 0 33.7733 0 0 0
neither	15.4933 0.04 0.306667 0 0 0 0.0133333 0.04 0.106667 0
available	81.1733 0.0266667 0.08 1.61333 8.62667 0.24 0.173333 0 0.0666667 0
terms	13.6 0.0666667 0.533333 0.04 0.0133333 0 96.6 0 0.0133333 0.133333
ability	0.0133333 0 0 0.04 0 76.88 0.0133333 0 0.0533333 0
jr	0.493333 0 0 0 0.64 0.413333 0 0.0266667 0.253333 0.173333
jl	0 0.813333 0.106667 0 0.253333 0 0.186667 0.173333 0.16 0.306667
off-diagonal	0.346667 0.0666667 0 0 0.266667 1.29333 0.04 0.64 0.106667 1.24
distribution	23.08 66.8133 0.0266667 0.0266667 0.04 0.0133333 0 0 0 0
restrictions	0.946667 4.38667 0 0.0133333 0 0.16 0 0.0133333 0 8.48
c	0 0.0133333 0.0666667 1.30667 86.16 0 0 14.3867 0 0.0666667
last	0.0133333 0.0266667 0.0933333 0.413333 0.133333 0.373333 62.4267 0.0933333 5.42667 0
many	0.12 0 0 0.266667 23.4667 0 82.4533 88.0933 0 3.6
according	0.0666667 0 0 0.0266667 0.0266667 70.7467 13.08 0.0266667 0 0.0266667
variance	0 0.186667 0.0266667 0.0133333 0.386667 0.0266667 29.1733 0 0.186667 0
contribution	0.04 0 24.6533 0.106667 0.893333 0 0.0266667 2 0.04 0.24
expression	0.0933333 0.0133333 0 34.6 0.32 0 0 0.0933333 0.0133333 0.866667
point	0 0.0133333 0 0.106667 0.186667 0 117.053 0.186667 17.0533 6.4
ca	0.0666667 0.133333 67.28 0.413333 0 0.0266667 0 0.0133333 0.0666667 0
corresponds	0 33.8 0 0 0.2 0.0533333 0.493333 42.8667 0.586667 0
environments	0 0 0.16 0 0.0133333 2.37333 0 6.44 0.0133333 0
learning	8.54667 4.74667 0.173333 0.0266667 0 11.3467 0.0266667 0 149.8 0.333333
respect	0.106667 0.28 0 0 0 0.0133333 0 0 64.08 12.52
conference	0.04 0.146667 0.0133333 0 0.213333 0 0.0266667 0.0933333 77.4133 0.0533333
capable	16.7467 0 0 32.92 0.373333 3.78667 0.0666667 0.0666667 0.2 5.84
two-input	0.16 0 1.17333 0.04 0.0933333 0.0666667 0 0 0.426667 0.04
describes	0 0.0266667 0.2 0 0 0.0266667 36.6533 0.04 0.24 15.8133
basic	0.0133333 0.226667 62.48 0 0 0.186667 0.04 26.4533 0.253333 0.346667
expected	0.0666667 0.0266667 0.453333 0 0.0533333 0 0.04 0.653333 4.61333 62.0933
define	0 0.64 74.9333 0.173333 0.04 0.24 1.94667 0.0266667 0 0
generating	0.32 0 0.0133333 0 32.4533 0 0 0.0133333 0.2 0
corresponding	0 82.8 0 0.133333 0.0933333 0.613333 40.3067 13.8933 0.0666667 0.0933333
essentially	0.173333 8.85333 0.0133333 0 0.0666667 8.21333 0 0 26.68 0
complex-	0 0.32 0.08 0.213333 0.293333 0.0533333 0.533333 0.173333 0.213333 0.12
those	117.387 0 0 0.72 0.12 3.70667 0 0 34.0667 0
case	4.66667 0 97.7067 3.53333 4.64 0.266667 0 3.08 4.37333 47.7333
value	0.0133333 0.04 4.58667 0.706667 138.947 2.69333 0 7.01333 0 0
air	24.6 0.0266667 0.0133333 0 0 0 0.266667 0 0.0933333 0
technical	62.9467 0.0133333 0 0.426667 0.0266667 0 0 0.72 9.86667 0
while	119.2 29.68 0.0266667 0 23.5467 0 0.0666667 0.0266667 0.24 0.213333
suppose	0.0133333 0 0.226667 0 0.106667 1.69333 13.08 0 0 24.88
neuron	0.0666667 0 0.04 0.453333 0 0.853333 0.0666667 1.01333 0.04 96.4667
vl	0 0 5.93333 0 0 0 0.0133333 0 0 0.0533333
neurons	0 0 21.6133 0.48 0.666667 0.0133333 0 95.0667 0.0133333 0.146667
ready	2.96 0.0666667 5.08 0.0533333 0.0666667 0.2 0.253333 0.0133333 0.04 0.266667
technology	0 0.0933333 0 0 55.8 0 0 0.0266667 0 0.08
binary	0 0 0 0 2.14667 0 0 0 70.8533 0
grant	0 0.266667 0 0.0666667 0 0 55.2 0 0 0.466667
perform	0.0266667 0.306667 0.0133333 0.0666667 0.0133333 0 55.5867 2.8 0 50.1867
suggest	18.28 0.573333 0.533333 0 0.146667 1.98667 0 43.2933 0 1.18667
make	0.186667 0.146667 0.186667 0.0266667 0 44.3333 25.6267 10.7467 52.7467 0
evaluate	22.5733 1.17333 0.0266667 0.0133333 0 0.106667 0.0266667 0.613333 0 3.46667
finite	0.0133333 0 0.0666667 25.1067 24.2667 0.16 0 0.213333 0.173333 0
independent	0.0133333 4.25333 1.30667 0 0.0533333 0.28 2.53333 0.12 92.0267 0.413333
uniform	38.8933 0 0 0 0 0.0133333 0.08 0 0 0.0133333
edges	0 27.8533 0.04 0 0.04 0.0133333 0.0266667 0.0266667 0 0
uses	0 0 89.3067 0.106667 0 0.0133333 0.133333 0 2.42667 0.0133333
tune	0 0.04 0.0266667 0.106667 0.0266667 0 0 0.746667 0 6.05333
vironment	2.6 1.17333 0.146667 0.573333 0 0 0.466667 0.0266667 0.0133333 0
lower	0.04 0.0133333 0 0.0133333 88.36 1.57333 0 0 0 0
acknowledgement	0.2 0.0533333 0 0.08 2 0 0 12.5733 0.0266667 0.0666667
patterns	81.7733 0 0.0133333 0.0533333 44.0933 0 0 0 0.0666667 0
position	0 0.0133333 0.0133333 9.2 0 0 0.186667 0.08 64.36 0.146667
model	0 0.0133333 0.04 12.6933 161.12 0 1.2 0 6.46667 0.466667
just	0 0 10.4667 1.36 0 57.1867 0 30.8533 0 0.133333
less	0 0.453333 0.0266667 75.3467 0.133333 30.32 5.41333 0.306667 0 0
being	0 0.0933333 0 65.1867 54.8 0 0.0666667 17.76 0.0266667 0.0666667
informal	0.0266667 0.573333 2.17333 0.0533333 0 0 2.16 0 0.0133333 0
conclude	0 0 0.0266667 2.02667 0 0 21.2533 0.333333 0 0.36
easy	10.6133 0.0533333 0 0 13.4933 0 5.37333 0.0133333 15.4533 0
theorem	0.0133333 0 6.29333 0 16.6667 0 0 0 0.0266667 0
input	3.18667 0.0133333 113.76 0.493333 0.0133333 0 5.97333 0.106667 0.0266667 99.4267
rules	0.0133333 0 0.24 0 0.493333 0.173333 51.4667 0.88 0.693333 0.04
big	0.12 0 0.0266667 0.0133333 0.493333 0.04 0 0.0533333 12.2533 0
possible	0 22.16 0 0.0666667 0 58.3733 95.0533 0.0533333 2.29333 0
bit	0 0 50.8 0.0266667 0.16 0 0 0 0 0.0133333
formal	0 0 0 0 22.8267 0.0533333 0.0666667 0 0 0.0533333
follows	0 0.226667 0.04 0 36.7333 0 0 0 0 0
collective	0.16 0 0.0533333 0.04 0 0.0133333 40.72 0 0.0133333 0
benefit	8.41333 0.0266667 0 0 0 0 1.53333 0.0133333 0 0.0133333
imposes	0 0 0 0.0133333 1.06667 0 5.14667 0.04 0.0666667 2.66667
arbitrary	0 0.0933333 0.12 0.0533333 1.17333 0 56.2533 0.0533333 0 19.2533
become	0 0.133333 0 0 0.04 0.08 65.7733 0 0.0533333 13.92
disorder	0.666667 0.0266667 0 0.106667 0.2 0 1.25333 0 0 1.74667
because	0.04 118.92 0 0.0666667 0.0533333 0 0 46.7733 0.0266667 0.12
examples	0 0.0133333 1.30667 0.68 0 0.32 22.2667 0.04 71.32 0.0533333
choosing	0.0533333 0 0 0.946667 0 0 38.9733 0 0.0266667 0
